"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","RamGB","OpSys","Weight","Price_euros","Procesor","TaktGHz","Karta Graficzna","Memory","Memory_type"
"665","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.2","1135","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"666","Lenovo","IdeaPad Y700-15ISK","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","3.31","1196","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"667","Dell","Alienware 17","Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","32","Windows 10","4.42","3147.37","Intel Core-i7","2.8","Nvidia GeForce","1536","Hybrid"
"668","Dell","Latitude E7470","Notebook","14","Full HD 1920x1080","8","Windows 10","1.56","1229","Intel Core-i5","2.4","Intel HD","256","SSD"
"669","Lenovo","Ideapad 320-15IAP","Notebook","15.6","1366x768","4","Windows 10","2.2","419","Intel","1.1","Intel HD","500","HDD"
"670","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","535","Intel Core-i5","2.3","Intel HD","500","HDD"
"671","HP","15-ay047nv (i3-6006U/6GB/1TB/Radeon","Notebook","15.6","1920x1080","6","Windows 10","2.04","539","Intel Core-i3","2","AMD Radeon","1024","HDD"
"672","MSI","GP72VR Leopard","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1486.77","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"673","Toshiba","Satellite Pro","Notebook","15.6","1366x768","4","Windows 10","2.1","498","Intel Core-i3","2.1","Intel HD","128","SSD"
"674","Dell","Latitude 3580","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.06","955","Intel Core-i5","2.5","Intel HD","1024","HDD"
"675","HP","15-bs012nv (i7-7500U/8GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.1","745","Intel Core-i7","2.7","AMD Radeon","1024","HDD"
"676","Toshiba","Tecra Z50-D-10E","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2","1258","Intel Core-i5","2.5","Intel HD","256","SSD"
"677","Acer","Aspire 3","Notebook","15.6","1366x768","4","Linux","2.1","412","Intel Core-i3","2","Intel HD","128","SSD"
"678","Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","8","Windows 10 S","1.252","1867.85","Intel Core-i7","2.8","Intel Iris","256","SSD"
"679","Lenovo","V310-15ISK (i5-7200U/8GB/1TB","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","817.95","Intel Core-i5","2.5","AMD Radeon","1024","HDD"
"680","Lenovo","Yoga 720-13IKB","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.3","1034","Intel Core-i5","2.5","Intel HD","256","SSD"
"681","Lenovo","IdeaPad 320-15AST","Notebook","15.6","1366x768","4","Windows 10","2.2","349","AMD Series","2.2","AMD Radeon","128","SSD"
"682","HP","Pavilion X360","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","4","Windows 10","1.63","699","Intel Core-i3","2.4","Nvidia GeForce","128","SSD"
"683","MSI","GP62 7RDX","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.4","1294","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"684","Asus","Zenbook 3","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.1","1135","Intel Core-i5","2.5","Intel HD","256","SSD"
"685","HP","Chromebook X360","2 in 1 Convertible","11.6","Touchscreen 1366x768","8","Chrome OS","1.4","495","Intel","1.1","Intel HD","64","Flash_Storage"
"686","LG","Gram 15Z975","Ultrabook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.09","2299","Intel Core-i7","1.8","Intel HD","512","SSD"
"687","Acer","Aspire VX5-591G","Gaming","15.6","Full HD 1920x1080","16","Windows 10","2.5","1299","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"688","MSI","GV62M 7RD","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.2","997.9","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"689","Asus","L502NA-GO052T (N3350/4GB/128GB/W10)","Notebook","15.6","1366x768","4","Windows 10","1.86","419","Intel","1.1","Intel HD","128","SSD"
"690","Dell","Alienware 15","Gaming","15.6","Full HD 1920x1080","16","Windows 10","3.21","2051","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"691","HP","17-bs000nv I3","Notebook","17.3","IPS Panel Full HD 1920x1080","4","Windows 10","2.5","699","Intel Core-i3","2","AMD Radeon","256","SSD"
"692","Lenovo","Yoga 730","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.19","1499","Intel Core-i7","1.8","Intel UHD","512","SSD"
"693","Dell","Alienware 15","Gaming","15.6","Full HD 1920x1080","16","Windows 10","3.49","2813.75","Intel Core-i7","2.9","Nvidia GeForce","1024","HDD"
"694","HP","250 G6","Notebook","15.6","1366x768","4","Windows 10","1.86","612.61","Intel Core-i5","2.5","AMD Radeon","500","HDD"
"695","Dell","Inspiron 3567","Notebook","15.6","1366x768","4","Windows 10","2.2","545.67","Intel Core-i3","2","AMD Radeon","1024","HDD"
"696","HP","17-Y002nv (A10-9600P/6GB/2TB/Radeon","Notebook","17.3","IPS Panel Full HD 1920x1080","6","Windows 10","2.65","569","AMD Series","2.4","AMD Radeon","2048","HDD"
"697","Lenovo","V110-15ISK (3855U/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","318","Intel","1.6","Intel HD","500","HDD"
"698","Acer","Chromebook 14","Notebook","14","1366x768","4","Chrome OS","1.45","375","Intel","1.6","Intel HD","32","Flash_Storage"
"699","Lenovo","IdeaPad 520s-14IKB","Notebook","14","Full HD 1920x1080","4","Windows 10","1.7","699","Intel Core-i5","2.5","Intel HD","256","SSD"
"700","HP","ZBook 17","Workstation","17.3","Full HD 1920x1080","8","Windows 10","3.14","1907.99","Intel Core-i7","2.8","Nvidia Quadro","500","HDD"
"701","Lenovo","ThinkPad X1","2 in 1 Convertible","14","Touchscreen 2560x1440","8","Windows 10","1.42","2590","Intel Core-i7","2.7","Intel HD","256","SSD"
"702","Toshiba","Satellite Pro","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.5","973","Intel Core-i5","2.5","Intel HD","256","SSD"
"703","Acer","TravelMate B117-M","Netbook","11.6","1366x768","4","Windows 10","1.4","269","Intel","1.6","Intel HD","32","Flash_Storage"
"704","Lenovo","Yoga 910-13IKB","2 in 1 Convertible","14","Full HD / Touchscreen 1920x1080","16","Windows 10","1.38","1749","Intel Core-i7","2.7","Intel HD","512","SSD"
"705","Asus","Chromebook Flip","2 in 1 Convertible","12.5","Full HD / Touchscreen 1920x1080","4","Chrome OS","1.2","669","Intel","0.9","Intel HD","64","Flash_Storage"
"706","Toshiba","Portege Z30T-C-133","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","16","Windows 10","1.36","1877","Intel Core-i7","2.5","Intel HD","512","SSD"
"707","HP","15-bs011nv (i7-7500U/4GB/500GB/Radeon","Notebook","15.6","IPS Panel Full HD 1920x1080","4","Windows 10","2.1","689","Intel Core-i7","2.7","AMD Radeon","500","HDD"
"708","Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.56","819","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"709","Lenovo","IdeaPad 320-15AST","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","399","AMD Series","2.9","AMD Radeon","256","SSD"
"710","Lenovo","IdeaPad 320-15ABR","Notebook","15.6","1366x768","8","Windows 10","2.2","429","AMD Series","3.6","AMD Radeon","1024","HDD"
"711","Lenovo","V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.1","621.45","Intel Core-i5","2.5","Intel HD","2048","HDD"
"712","Lenovo","V310-15ISK (i3-6006U/4GB/500GB/No","Notebook","15.6","1366x768","4","No OS","1.9","450","Intel Core-i3","2","Intel HD","500","HDD"
"713","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.18","795","Intel Core-i5","2.5","Intel HD","256","SSD"
"714","Acer","Spin 5","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.6","999","Intel Core-i5","1.6","Intel UHD","256","SSD"
"715","Lenovo","ThinkPad P51s","Workstation","15.6","Full HD 1920x1080","16","Windows 7","2.18","1855","Intel Core-i7","2.5","Nvidia Quadro","512","SSD"
"716","Lenovo","Thinkpad T460p","Notebook","14","Full HD 1920x1080","8","Windows 10","1.8","1191","Intel Core-i5","2.3","Intel HD","256","SSD"
"717","HP","17-ak002nv (A10-9620P/6GB/2TB/Radeon","Notebook","17.3","IPS Panel Full HD 1920x1080","6","Windows 10","2.71","655.01","AMD Series","2.5","AMD Radeon","2048","HDD"
"718","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.5","1249","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"719","Dell","Latitude 5480","Notebook","14","Full HD 1920x1080","8","Linux","1.64","1089","Intel Core-i5","2.8","Nvidia GeForce","256","SSD"
"720","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Linux","1.98","726","Intel Core-i5","2.5","Intel HD","1024","HDD"
"721","Asus","VivoBook E403NA","Notebook","14","Full HD 1920x1080","4","Windows 10","1.5","298","Intel","1.1","Intel HD","32","Flash_Storage"
"722","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","16","Windows 10","1.93","1426.66","Intel Core-i5","2.6","Intel HD","512","SSD"
"723","Lenovo","Thinkpad E470","Notebook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.87","857.07","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"724","Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","1179","Intel Core-i5","2.6","Intel HD","256","SSD"
"725","Lenovo","110-15ACL (A6-7310/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.19","298","AMD Series","2","AMD Radeon","500","HDD"
"726","Mediacom","Smartbook 142","Notebook","14","IPS Panel Full HD 1920x1200","4","Windows 10","1.4","265","Intel","1.92","Intel HD","32","HDD"
"727","HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.63","1200","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"728","Lenovo","ThinkPad X1","Ultrabook","14","IPS Panel Quad HD+ 2560x1440","8","Windows 10","1.17","1686.64","Intel Core-i7","2.5","Intel HD","512","SSD"
"729","HP","Pavilion X360","2 in 1 Convertible","13.3","IPS Panel Touchscreen 1366x768","8","Windows 10","1.58","836.6","Intel Core-i5","2.5","Intel HD","256","SSD"
"730","Lenovo","ThinkPad T470s","Ultrabook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.32","1499","Intel Core-i5","2.5","Intel HD","256","SSD"
"731","Dell","Alienware 17","Gaming","17.3","4K Ultra HD 3840x2160","32","Windows 10","4.36","3659.4","Intel Core-i7","2.8","Nvidia GeForce","2048","Hybrid"
"732","MSI","GL72M 7REX","Gaming","17.3","Full HD 1920x1080","8","Windows 10","2.7","1348.48","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"733","Lenovo","V310-15IKB (i5-7200U/4GB/1TB/No","Notebook","15.6","1366x768","4","No OS","1.9","489.9","Intel Core-i5","2.5","Intel HD","1024","HDD"
"734","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.2","719","Intel Core-i5","1.6","AMD Radeon","1024","HDD"
"735","Dell","Inspiron 5378","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","4","Windows 10","1.71","649","Intel Core-i3","2.4","Intel HD","1024","HDD"
"736","Dell","Inspiron 5567","Notebook","15.6","1366x768","8","Linux","2.32","589.52","Intel Core-i5","2.5","AMD Radeon","1024","HDD"
"737","HP","15-BW037na (A9-9420/4GB/1TB/Radeon","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.1","489","AMD Series","3","AMD Radeon","1024","HDD"
"738","Acer","Predator 17","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.2","1935","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"739","Dell","Inspiron 3567","Notebook","15.6","1366x768","12","Windows 10","2.25","649","Intel Core-i5","2.5","Intel HD","1024","HDD"
"740","HP","15-BW091ND (A9-9420/6GB/1TB","Notebook","15.6","Full HD 1920x1080","6","Windows 10","2.1","650","AMD Series","3","AMD Radeon","1024","HDD"
"741","Acer","Extensa EX2540-58KR","Notebook","15.6","1366x768","4","Windows 10","2.4","559","Intel Core-i5","2.5","Intel HD","500","HDD"
"742","Lenovo","ThinkPad 13","Notebook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.44","960","Intel Core-i5","2.5","Intel HD","256","SSD"
"743","Lenovo","V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","4","Windows 10","1.85","779","Intel Core-i7","2.7","Intel HD","1024","HDD"
"744","HP","ZBook 15","Workstation","15.6","Full HD 1920x1080","16","Windows 10","2.6","2419","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"745","Dell","Inspiron 5379","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.55","659","Intel Core-i5","1.6","Intel UHD","1024","HDD"
"746","MSI","GS63VR 7RF","Gaming","15.6","Full HD 1920x1080","16","Windows 10","1.8","2094.48","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"747","Acer","Aspire ES1-572","Notebook","15.6","1366x768","4","Windows 10","2.4","410.8","Intel Core-i3","2","Intel HD","500","HDD"
"748","Dell","Inspiron 7560","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","1207","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"749","Dell","Vostro 3568","Notebook","15.6","1366x768","8","Windows 10","2","665","Intel Core-i3","2","Intel HD","256","SSD"
"750","Toshiba","Tecra X40-D-10G","Notebook","14","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.25","1535","Intel Core-i5","2.5","Intel HD","256","SSD"
"751","Lenovo","Flex 5","2 in 1 Convertible","14","Full HD / Touchscreen 1920x1080","8","Windows 10","1.7","999","Intel Core-i5","2.5","Intel HD","256","SSD"
"752","Lenovo","Thinkpad P51s","Workstation","15.6","IPS Panel 4K Ultra HD 3840x2160","16","Windows 10","2.5","3299","Intel Core-i7","2.8","Nvidia Quadro","1024","SSD"
"753","Acer","Chromebook 14","Notebook","14","1366x768","2","Chrome OS","1.68","330","Intel","1.6","Intel HD","32","Flash_Storage"
"754","Samsung","Notebook 9","Ultrabook","13.3","Full HD 1920x1080","16","Windows 10","0.81","1649","Intel Core-i7","2.7","Intel HD","256","SSD"
"755","HP","250 G6","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.86","539","Intel Core-i3","2","Intel HD","256","SSD"
"757","Dell","Latitude 5480","Notebook","14","1366x768","8","Windows 10","1.6","1126.71","Intel Core-i5","2.5","Intel HD","256","SSD"
"758","HP","Zbook 17","Workstation","17.3","IPS Panel Full HD 1920x1080","16","Windows 7","3","4389","Intel Xeon","2.9","Nvidia Quadro","256","SSD"
"759","Lenovo","N23 (N3060/4GB/128GB/W10)","Netbook","11.6","Touchscreen 1366x768","4","Windows 10","1.4","475","Intel","1.6","Intel HD","128","SSD"
"760","HP","EliteBook 850","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.84","1900","Intel Core-i5","2.4","Intel HD","256","SSD"
"761","Asus","X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce","Notebook","15.6","1366x768","4","No OS","2.45","579","Intel Core-i5","2.3","Nvidia GeForce","1024","HDD"
"762","Lenovo","Thinkpad T460","Ultrabook","14","Full HD 1920x1080","4","Windows 10","1.7","1096","Intel Core-i5","2.3","Intel HD","180","SSD"
"763","Asus","Pro P2540UA-XO0192R","Notebook","15.6","1366x768","4","Windows 10","2.37","849.9","Intel Core-i7","2.7","Intel HD","256","SSD"
"764","Lenovo","Yoga 900-13ISK","2 in 1 Convertible","13.3","IPS Panel Quad HD+ / Touchscreen 3200x1800","8","Windows 10","1.3","1199","Intel Core-i5","1.8","Intel HD","256","SSD"
"765","HP","15-cb003na (i5-7300HQ/8GB/1TB","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.2","1099","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"766","HP","ZBook 15","Workstation","15.6","Full HD 1920x1080","8","Windows 7","2.59","1561","Intel Core-i7","2.6","Nvidia Quadro","256","SSD"
"767","Dell","Alienware 17","Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","16","Windows 10","4.42","2868.99","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"768","Acer","Aspire 3","Notebook","15.6","1366x768","4","Windows 10","2.1","599","Intel Core-i5","2.5","Intel HD","256","SSD"
"769","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.5","1048","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"770","Dell","Latitude 7280","Ultrabook","12.5","Full HD 1920x1080","16","Windows 10","1.18","1859","Intel Core-i7","2.8","Intel HD","256","SSD"
"771","Google","Pixelbook (Core","Ultrabook","12.3","Touchscreen 2400x1600","8","Chrome OS","1.1","1559","Intel Core-i5","1.2","Intel HD","256","SSD"
"772","Asus","Zenbook UX330UA-AH5Q","Ultrabook","13.3","IPS Panel Quad HD+ 3200x1800","8","Windows 10","1.2","1129","Intel Core-i5","2.5","Intel HD","256","SSD"
"773","Dell","Latitude 3380","Notebook","13.3","1366x768","4","Windows 10","1.65","849","Intel Core-i3","2","Intel HD","500","HDD"
"774","Acer","TravelMate P238-M","Notebook","13.3","1366x768","4","Windows 10","1.6","655","Intel Core-i5","2.3","Intel HD","128","SSD"
"775","Asus","X751NV-TY001 (N4200/4GB/1TB/GeForce","Notebook","17.3","1366x768","4","Windows 10","2.8","470.34","Intel","1.1","Nvidia GeForce","1024","HDD"
"776","Dell","Inspiron 7559","Gaming","15.6","IPS Panel Touchscreen / 4K Ultra HD 3840x2160","16","Windows 10","2.72","1099","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"777","Samsung","Notebook 9","Ultrabook","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.31","1599","Intel Core-i7","2.7","Intel HD","256","SSD"
"778","Acer","Aspire A315-31","Notebook","15.6","1366x768","4","Linux","2.1","298","Intel","1.1","Intel HD","1024","HDD"
"779","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","16","Windows 10","2.3","1181.27","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"780","Samsung","Notebook 9","2 in 1 Convertible","15","Full HD / Touchscreen 1920x1080","16","Windows 10","1.71","1799","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"781","Toshiba","Tecra A40-C-1E5","Notebook","14","IPS Panel 1366x768","4","Windows 10","1.75","1020","Intel Core-i5","2.3","Intel HD","128","SSD"
"782","Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.62","1099","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"783","HP","EliteBook 820","Ultrabook","12.5","1366x768","4","Windows 10","1.26","1244","Intel Core-i5","2.3","Intel HD","256","SSD"
"784","Asus","Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","12","Windows 10","2.3","839","Intel Core-i7","2.7","Nvidia GeForce","2048","HDD"
"785","Lenovo","Thinkpad P50","Notebook","15.6","4K Ultra HD 3840x2160","16","Windows 7","2.5","2370","Intel Core-i7","2.7","Nvidia Quadro","512","SSD"
"786","Acer","Swift 3","Notebook","14","IPS Panel Full HD 1920x1080","4","Windows 10","1.8","636","Intel Core-i3","2.4","Intel HD","128","SSD"
"787","Razer","Blade Pro","Gaming","14","Full HD 1920x1080","16","Windows 10","1.95","2899","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"788","Asus","Vivobook Max","Notebook","15.6","1920x1080","8","Windows 10","2","581.9","Intel","1.1","Intel HD","128","SSD"
"789","Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","32","Windows 10","4.42","3588.8","Intel Core-i7","2.8","Nvidia GeForce","2048","Hybrid"
"790","Asus","Rog G752VS-BA171T","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.3","2350","Intel Core-i7","2.6","Nvidia GeForce","1024","HDD"
"791","Toshiba","Tecra Z40-C-161","Ultrabook","14","IPS Panel Full HD 1920x1080","16","Windows 10","1.47","1764","Intel Core-i7","2.6","Nvidia GeForce","512","SSD"
"792","Lenovo","IdeaPad 110-15IBR","Notebook","15.6","1366x768","8","No OS","2.2","329","Intel","1.6","Intel HD","1024","HDD"
"793","Lenovo","ThinkPad T470s","Ultrabook","14","Full HD 1920x1080","16","Windows 10","1.7","2299","Intel Core-i7","2.7","Intel HD","512","SSD"
"794","MSI","GS43VR 7RE","Gaming","14","IPS Panel Full HD 1920x1080","16","Windows 10","1.6","1891","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"795","MSI","GL62M (i5-7300HQ/8GB/1TB","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.2","1089","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"796","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","4","Windows 10","2.4","999","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"797","Acer","Predator G9-793","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.2","2299","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"798","Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.62","985","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"799","Asus","FX502VM-DM560T (i7-7700HQ/8GB/1TB","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.24","1339","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"800","Vero","K146 (N3350/4GB/32GB/W10)","Notebook","14","1920x1080","4","Windows 10","1.22","202.9","Intel","1.1","Intel HD","32","Flash_Storage"
"801","Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.37","1970","Intel Core-i7","2.7","Intel HD","512","SSD"
"802","Lenovo","Yoga 510-15IKB","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","8","Windows 10","2.08","959","Intel Core-i5","2.5","AMD Radeon","256","SSD"
"803","Apple","MacBook 12""","Ultrabook","12","IPS Panel Retina Display 2304x1440","8","Mac OS X","0.92","1165","Intel","1.2","Intel HD","512","Flash_Storage"
"804","Lenovo","ThinkPad X1","2 in 1 Convertible","14","IPS Panel Touchscreen 2560x1440","8","Windows 10","1.42","2330","Intel Core-i5","2.5","Intel HD","256","SSD"
"805","Asus","R417NA-RS01 (N3350/4GB/32GB/W10)","Notebook","14","1366x768","4","Windows 10","1.63","299","Intel","1.1","Intel HD","32","Flash_Storage"
"806","Dell","Latitude 3580","Notebook","15.6","1366x768","8","Windows 10","1.95","810","Intel Core-i5","2.5","Intel HD","128","SSD"
"807","Lenovo","Yoga 910-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.38","1349","Intel Core-i7","2.7","Intel HD","256","SSD"
"808","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","739","Intel Core-i3","2","AMD Radeon","256","SSD"
"809","HP","ZBook 17","Workstation","15.6","Full HD 1920x1080","8","Windows 10","3.14","2064.9","Intel Core-i7","2.8","Nvidia Quadro","256","SSD"
"810","Asus","Pro P2540UA-XS51","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.37","1099","Intel Core-i5","2.5","Intel HD","256","SSD"
"811","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.29","1499","Intel Core-i5","2.5","Intel HD","256","SSD"
"812","Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","2.06","1749","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"813","Dell","Latitude 3180","Netbook","11.6","1366x768","4","Windows 10","1.63","744","Intel","1.1","Intel HD","128","SSD"
"814","HP","EliteBook 820","Netbook","12.5","1366x768","8","Windows 10","1.26","1389","Intel Core-i5","2.6","Intel HD","256","SSD"
"815","Toshiba","Satellite Pro","Notebook","15.6","1366x768","4","Windows 10","2.1","780","Intel Core-i5","2.3","Intel HD","500","HDD"
"816","HP","15-ba043na (A12-9700P/8GB/2TB/W10)","Notebook","15.6","1366x768","8","Windows 10","2.04","629","AMD Series","2.5","AMD Radeon","2048","HDD"
"817","Dell","Inspiron 7567","Gaming","15.6","4K Ultra HD 3840x2160","16","Windows 10","2.62","1679","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"818","Lenovo","IdeaPad 310-15IKB","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.4","609","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"819","HP","Omen 17-an012dx","Gaming","17.3","IPS Panel Full HD 1920x1080","12","Windows 10","3.74","1749","Intel Core-i7","2.8","AMD Radeon","1024","HDD"
"820","MSI","GE72MVR 7RG","Gaming","17.3","Full HD 1920x1080","16","Windows 10","2.9","2415","Intel Core-i7","2.8","Nvidia GeForce","1536","Hybrid"
"821","Samsung","Notebook 9","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","0.81","1499","Intel Core-i5","2.5","Intel HD","256","SSD"
"822","Dell","Vostro 5568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.98","961","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"823","Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.18","789.81","Intel Core-i5","2.5","AMD Radeon","256","SSD"
"824","Lenovo","Thinkpad T470s","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.32","1859","Intel Core-i7","2.7","Intel HD","256","SSD"
"825","Razer","Blade Stealth","Ultrabook","12.5","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","1.29","1799","Intel Core-i7","2.5","Intel HD","512","SSD"
"826","HP","Chromebook 11","Netbook","11.6","1366x768","4","Chrome OS","1.23","385","Intel","1.6","Intel HD","16","Flash_Storage"
"827","Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.36","2505.02","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"828","Dell","Latitude 3480","Notebook","14","1366x768","4","Windows 10","1.76","755","Intel Core-i5","2.3","Intel HD","500","HDD"
"829","Lenovo","V110-15ISK (i3-6006U/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","489.9","Intel Core-i3","2","Intel HD","500","HDD"
"830","Toshiba","Tecra X40-D-10Z","Ultrabook","14","1366x768","4","Windows 10","1.25","1090","Intel Core-i5","2.5","Intel HD","128","SSD"
"831","Lenovo","Thinkpad X1","Ultrabook","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.13","2499","Intel Core-i7","2.7","Intel HD","512","SSD"
